mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
newsqa-f8c422c0505b46d39cd3739c51f8d4e3-c-7.wav_quac-C_b1e2c87931eb453695233025c69ea4c1_0_q#5-c-2.wav,audio/newsqa-f8c422c0505b46d39cd3739c51f8d4e3-c-7.wav,0.3048949581092128,audio/quac-C_b1e2c87931eb453695233025c69ea4c1_0_q#5-c-2.wav,0.21512641046613104,tr/02ac0204_0.55249_20va010d_-0.55249.wav,1.602490663390234
squad-5729da0faf94a219006aa676-c-1.wav_newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-c-3.wav,audio/squad-5729da0faf94a219006aa676-c-1.wav,0.5477680510334785,audio/newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-c-3.wav,0.24540465001940606,tr/20ka0102_2.3183_20po0101_-2.3183.wav,3.72531797216817
quac-C_8812f60078f14c69a724af179e567d72_0_q#3-c-6.wav_squad-5ad4a682ba00c4001a268eca-q-0.wav,audio/quac-C_8812f60078f14c69a724af179e567d72_0_q#3-c-6.wav,0.44603914278654855,audio/squad-5ad4a682ba00c4001a268eca-q-0.wav,0.6952016941085344,tr/013o030f_1.9259_01cc021c_-1.9259.wav,3.2757766397227703
squad-5a3e5697378766001a002595-c-0.wav_newsqa-1038fed8cda94471872cefb7ad597d46-c-2.wav,audio/squad-5a3e5697378766001a002595-c-0.wav,5.559534602244011,audio/newsqa-1038fed8cda94471872cefb7ad597d46-c-2.wav,0.35363441019404995,tr/025c0201_2.4542_20ea0105_-2.4542.wav,1.7245128501033429
quac-C_25aefa033eb6467eaa1387cbee0e692b_1_q#3-c-4.wav_squad-572a10cd6aef051400155222-c-2.wav,audio/quac-C_25aefa033eb6467eaa1387cbee0e692b_1_q#3-c-4.wav,0.31435867526573597,audio/squad-572a10cd6aef051400155222-c-2.wav,0.5330948212787229,tr/01co030d_0.082633_01bc021a_-0.082633.wav,0.27798101374463147
quac-C_412561c18bb14ad4a7fe4cd6fd09d0ed_0_q#0-q-0.wav_quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-8.wav,audio/quac-C_412561c18bb14ad4a7fe4cd6fd09d0ed_0_q#0-q-0.wav,0.527143787968125,audio/quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-8.wav,0.8010691507071199,tr/40oo030c_0.94443_40ic020p_-0.94443.wav,3.0404038457734255
quac-C_b3593a311e214ef093508b97309cb905_0_q#1-c-12.wav_newsqa-74ef7034d8104f938e4f2ecf51115852-c-7.wav,audio/quac-C_b3593a311e214ef093508b97309cb905_0_q#1-c-12.wav,0.4114205843033011,audio/newsqa-74ef7034d8104f938e4f2ecf51115852-c-7.wav,2.1859409822748934,tr/20co010d_1.3173_20no010d_-1.3173.wav,1.800450089716341
newsqa-0532e1a707f94ba6918962de9f90aa98-c-7.wav_quac-C_c5451d72257c4c3d96e8b03362f6e051_1_q#3-c-7.wav,audio/newsqa-0532e1a707f94ba6918962de9f90aa98-c-7.wav,1.0134419184600596,audio/quac-C_c5451d72257c4c3d96e8b03362f6e051_1_q#3-c-7.wav,0.4121128021152284,tr/01rc020x_1.1009_01lo030x_-1.1009.wav,3.1125097146787533
newsqa-63d32137c9184216a274f65fe2a7f4f5-c-9.wav_newsqa-90043d64e1394d5898e1a714d408fc00-c-8.wav,audio/newsqa-63d32137c9184216a274f65fe2a7f4f5-c-9.wav,0.6861299372390589,audio/newsqa-90043d64e1394d5898e1a714d408fc00-c-8.wav,0.3254270558293579,tr/01jo030v_0.44161_012o030i_-0.44161.wav,3.7194518910428274
squad-5728659f4b864d190016498d-c-0.wav_newsqa-02b9c2fd1023482bad0fccf9e2eb9149-c-4.wav,audio/squad-5728659f4b864d190016498d-c-0.wav,0.4472582651842949,audio/newsqa-02b9c2fd1023482bad0fccf9e2eb9149-c-4.wav,0.9699391738948807,tr/209o010m_0.3982_01wc021f_-0.3982.wav,2.673551826197671
