mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain
quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#0-c-4.wav_newsqa-8225595a5fba480a9375425d85fffe2b-c-5.wav,audio/quac-C_6c922ff8e4a340d9bf2b85558179fdde_0_q#0-c-4.wav,0.30111538810901434,audio/newsqa-8225595a5fba480a9375425d85fffe2b-c-5.wav,0.34901941335614595,cv/02ca010g_0.97972_01zo030q_-0.97972.wav,0.19951960306024055
quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-3.wav_newsqa-ea656f481df14ac7ba4676c68a236caa-c-2.wav,audio/quac-C_420bfcf5d8b344a480ac654f08ee55ad_1_q#4-c-3.wav,0.8181114263451822,audio/newsqa-ea656f481df14ac7ba4676c68a236caa-c-2.wav,0.2362831375051019,cv/022c020o_0.17769_20da0105_-0.17769.wav,1.156804450773542
quac-C_58167e2e608c425bbb6d42b4b26f5419_0_q#5-q-0.wav_quac-C_004c14b6267243c39f204d73fbdc073f_0_q#6-c-12.wav,audio/quac-C_58167e2e608c425bbb6d42b4b26f5419_0_q#5-q-0.wav,0.4433946928900471,audio/quac-C_004c14b6267243c39f204d73fbdc073f_0_q#6-c-12.wav,0.2599357354423921,cv/20kc010f_0.91037_01ea010o_-0.91037.wav,1.5723565705631404
quac-C_8141f2ac97ad45569ddd35b42821fea3_0_q#2-c-11.wav_newsqa-0532e1a707f94ba6918962de9f90aa98-q-0.wav,audio/quac-C_8141f2ac97ad45569ddd35b42821fea3_0_q#2-c-11.wav,0.3605321332678268,audio/newsqa-0532e1a707f94ba6918962de9f90aa98-q-0.wav,0.39460274074982865,cv/01qc020q_0.99104_40hc020x_-0.99104.wav,0.46579417534591494
newsqa-f1bb199e517a432999c0465807f26f3b-c-9.wav_quac-C_a4a81e05163b4289a304a52b590518ae_1_q#2-c-10.wav,audio/newsqa-f1bb199e517a432999c0465807f26f3b-c-9.wav,0.37798855241792384,audio/quac-C_a4a81e05163b4289a304a52b590518ae_1_q#2-c-10.wav,0.35133310964641107,cv/403c0210_0.22093_025o030h_-0.22093.wav,2.40477538088743
quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#0-q-0.wav_newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-c-1.wav,audio/quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#0-q-0.wav,0.19079997117153968,audio/newsqa-f4a54a35f0cf4ef1868f2551b2f110b3-c-1.wav,0.278100546499357,cv/01xa0110_2.3112_018o030q_-2.3112.wav,1.011808632814876
quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#2-c-3.wav_newsqa-e7f45fd2fea645aaa5ef0f48ff0eb729-c-10.wav,audio/quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#2-c-3.wav,0.3523226678412016,audio/newsqa-e7f45fd2fea645aaa5ef0f48ff0eb729-c-10.wav,0.1989988034588466,cv/40nc0215_1.5691_025o030h_-1.5691.wav,0.6145946370059358
squad-5ad40af0604f3c001a3fffdf-c-6.wav_newsqa-0dea62ba217f462fb80c7b25e46565fc-c-2.wav,audio/squad-5ad40af0604f3c001a3fffdf-c-6.wav,0.4908938109526893,audio/newsqa-0dea62ba217f462fb80c7b25e46565fc-c-2.wav,0.6354237747260868,cv/40eo030g_0.76055_01xo030x_-0.76055.wav,0.9472376152902992
quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-9.wav_squad-5ad24e50d7d075001a428c3c-c-0.wav,audio/quac-C_0f0d62f07a4e4f50988b7f9a8d40c038_0_q#1-c-9.wav,0.2498058980475691,audio/squad-5ad24e50d7d075001a428c3c-c-0.wav,0.1875339454658233,cv/40no0302_0.68756_207a0108_-0.68756.wav,1.8384522207044531
newsqa-2ff36d053bca4464a233578bdd1b87d4-c-1.wav_quac-C_c1573866a99f4b9393fe2b9f9f4ac94b_0_q#1-c-0.wav,audio/newsqa-2ff36d053bca4464a233578bdd1b87d4-c-1.wav,0.4833719503927925,audio/quac-C_c1573866a99f4b9393fe2b9f9f4ac94b_0_q#1-c-0.wav,0.20030027547368442,cv/01nc0201_0.9531_011o030z_-0.9531.wav,3.6461081466097074
