mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
quac-C_8ee764c07d4c4eb590a5b03449a0d771_1_q#8-c-1.wav_quac-C_8f1052a909924795a456beaa053ffe22_0_q#6-c-4.wav,C_8ee764c07d4c4eb590a5b03449a0d771_1_q#8,0.0,C_8f1052a909924795a456beaa053ffe22_0_q#6,0.0
quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#0-c-0.wav_newsqa-83e87b22ffd243b2a96357c9d336ccd2-c-5.wav,C_1873c4f81ac24c6980a3235172ccebab_1_q#0,0.0,83e87b22ffd243b2a96357c9d336ccd2,1.0
quac-C_850d3bec308b443a818eb036ac01589b_0_q#2-c-0.wav_quac-C_c971a73b65594c458641689a033cfa99_1_q#1-c-7.wav,C_850d3bec308b443a818eb036ac01589b_0_q#2,1.0,C_c971a73b65594c458641689a033cfa99_1_q#1,1.0
newsqa-157bf1022e02493ab6f9b8511df8404e-c-2.wav_squad-57097b50200fba1400368050-q-0.wav,157bf1022e02493ab6f9b8511df8404e,1.0,57097b50200fba1400368050,1.0
squad-5725bbec271a42140099d0d2-c-2.wav_newsqa-83e87b22ffd243b2a96357c9d336ccd2-c-10.wav,5725bbec271a42140099d0d2,0.0,83e87b22ffd243b2a96357c9d336ccd2,1.0
quac-C_850d3bec308b443a818eb036ac01589b_0_q#1-c-2.wav_quac-C_7caba58103d44db9a549c63600159c75_1_q#6-q-0.wav,C_850d3bec308b443a818eb036ac01589b_0_q#1,0.0,C_7caba58103d44db9a549c63600159c75_1_q#6,1.0
quac-C_ae03fafc4b924bbf895654156aa0f02b_1_q#2-c-8.wav_quac-C_eb63b375b47a460ea37035571eb89411_0_q#1-q-0.wav,C_ae03fafc4b924bbf895654156aa0f02b_1_q#2,0.0,C_eb63b375b47a460ea37035571eb89411_0_q#1,1.0
squad-56e16182e3433e1400422e29-c-0.wav_quac-C_0a189c86d79e42a5b87402ee6294542d_0_q#5-c-6.wav,56e16182e3433e1400422e29,1.0,C_0a189c86d79e42a5b87402ee6294542d_0_q#5,1.0
squad-5acfea9277cf76001a68648a-c-2.wav_newsqa-2edf5b474bbe491eba55cf10111d7cc0-c-3.wav,5acfea9277cf76001a68648a,1.0,2edf5b474bbe491eba55cf10111d7cc0,0.0
quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#0-c-2.wav_quac-C_f3296ffccc0141288e93452f8a063aff_1_q#2-c-3.wav,C_207b6af621e445289ae79262dfc3f3cb_0_q#0,1.0,C_f3296ffccc0141288e93452f8a063aff_1_q#2,1.0
quac-C_ae03fafc4b924bbf895654156aa0f02b_1_q#2-c-2.wav_squad-5ad0291f77cf76001a686c2a-q-0.wav,C_ae03fafc4b924bbf895654156aa0f02b_1_q#2,0.0,5ad0291f77cf76001a686c2a,1.0
squad-5a5929d33e1742001a15cfc6-c-2.wav_newsqa-26931f25adde4af7a85e4a29d541d1dc-q-0.wav,5a5929d33e1742001a15cfc6,0.0,26931f25adde4af7a85e4a29d541d1dc,0.0
squad-572fe53104bcaa1900d76e6d-c-0.wav_quac-C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#0-c-0.wav,572fe53104bcaa1900d76e6d,1.0,C_49df1a3d8a104ac18720c7e0be7a2aa3_1_q#0,0.0
quac-C_5f1391ffa7a941f79b95f2486767ec59_1_q#8-c-3.wav_quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#1-c-0.wav,C_5f1391ffa7a941f79b95f2486767ec59_1_q#8,1.0,C_207b6af621e445289ae79262dfc3f3cb_0_q#1,0.0
newsqa-985fb880e6f4465695fb75f4361c2c68-c-3.wav_quac-C_390c25aac4994794a0f2088998cb9c78_0_q#2-c-8.wav,985fb880e6f4465695fb75f4361c2c68,0.0,C_390c25aac4994794a0f2088998cb9c78_0_q#2,1.0
squad-572a11663f37b31900478693-c-4.wav_squad-571cac5d5efbb31900334dd1-c-2.wav,572a11663f37b31900478693,0.0,571cac5d5efbb31900334dd1,1.0
squad-5a893ce63b2508001a72a555-c-1.wav_quac-C_390c25aac4994794a0f2088998cb9c78_0_q#2-c-11.wav,5a893ce63b2508001a72a555,1.0,C_390c25aac4994794a0f2088998cb9c78_0_q#2,1.0
newsqa-29f7d583cc204d3b8b269c80a4fd6078-c-6.wav_quac-C_7d5560b23977415f9b2fda38a973e3b6_1_q#5-c-3.wav,29f7d583cc204d3b8b269c80a4fd6078,1.0,C_7d5560b23977415f9b2fda38a973e3b6_1_q#5,0.0
quac-C_850d3bec308b443a818eb036ac01589b_0_q#1-q-0.wav_newsqa-83e87b22ffd243b2a96357c9d336ccd2-c-9.wav,C_850d3bec308b443a818eb036ac01589b_0_q#1,0.0,83e87b22ffd243b2a96357c9d336ccd2,1.0
newsqa-2edf5b474bbe491eba55cf10111d7cc0-c-4.wav_quac-C_898087a45105402ab04da342233b1341_1_q#6-c-4.wav,2edf5b474bbe491eba55cf10111d7cc0,0.0,C_898087a45105402ab04da342233b1341_1_q#6,1.0
quac-C_c971a73b65594c458641689a033cfa99_1_q#1-c-10.wav_squad-57097051ed30961900e84134-q-0.wav,C_c971a73b65594c458641689a033cfa99_1_q#1,1.0,57097051ed30961900e84134,0.0
squad-5ad14468645df0001a2d148a-c-0.wav_newsqa-13d12f86109c440ea04d2db998fdcaa5-c-3.wav,5ad14468645df0001a2d148a,0.0,13d12f86109c440ea04d2db998fdcaa5,0.0
quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-9.wav_quac-C_bf5f12e3c7f9449395465e8a85143afa_0_q#7-c-8.wav,C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8,1.0,C_bf5f12e3c7f9449395465e8a85143afa_0_q#7,0.0
squad-5a5929d33e1742001a15cfc6-c-0.wav_quac-C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8-c-0.wav,5a5929d33e1742001a15cfc6,0.0,C_d9807d9db24f4a20a14dd5ca3b11f024_1_q#8,1.0
squad-57332e48d058e614000b5765-c-5.wav_quac-C_207b6af621e445289ae79262dfc3f3cb_0_q#1-c-6.wav,57332e48d058e614000b5765,0.0,C_207b6af621e445289ae79262dfc3f3cb_0_q#1,0.0
newsqa-88dfeb6585794ace814f71d01a01b034-c-2.wav_newsqa-83e87b22ffd243b2a96357c9d336ccd2-c-4.wav,88dfeb6585794ace814f71d01a01b034,0.0,83e87b22ffd243b2a96357c9d336ccd2,1.0
squad-5a3e307f378766001a0024d9-q-0.wav_quac-C_32470d16c0dc45efbbda2691ac3b134d_1_q#6-c-12.wav,5a3e307f378766001a0024d9,0.0,C_32470d16c0dc45efbbda2691ac3b134d_1_q#6,0.0
