mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
squad-5a6ce2ec4eec6b001a80a677-c-6.wav_quac-C_a4a81e05163b4289a304a52b590518ae_1_q#0-c-6.wav,5a6ce2ec4eec6b001a80a677,1.0,C_a4a81e05163b4289a304a52b590518ae_1_q#0,1.0
newsqa-903369ea23b247259845820e45d1448d-c-2.wav_newsqa-7328fbe5412b4c97a05831ac1b099d9f-c-3.wav,903369ea23b247259845820e45d1448d,0.0,7328fbe5412b4c97a05831ac1b099d9f,0.0
newsqa-9a460baac9624873b82ce0f9704169f7-c-0.wav_quac-C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5-c-6.wav,9a460baac9624873b82ce0f9704169f7,0.0,C_de34e95206e144fa8217dc5cc93b7ce4_1_q#5,0.0
quac-C_5d024d0f9d5e431aa844c767ab6d26df_1_q#6-c-5.wav_squad-571090abb654c5140001f998-q-0.wav,C_5d024d0f9d5e431aa844c767ab6d26df_1_q#6,0.0,571090abb654c5140001f998,0.0
quac-C_58167e2e608c425bbb6d42b4b26f5419_0_q#3-c-1.wav_quac-C_1873c4f81ac24c6980a3235172ccebab_1_q#1-c-9.wav,C_58167e2e608c425bbb6d42b4b26f5419_0_q#3,0.0,C_1873c4f81ac24c6980a3235172ccebab_1_q#1,0.0
squad-572998673f37b319004784d5-q-0.wav_newsqa-60f57a3c66c24abf8851a2aee8002474-q-0.wav,572998673f37b319004784d5,0.0,60f57a3c66c24abf8851a2aee8002474,0.0
quac-C_004c14b6267243c39f204d73fbdc073f_0_q#5-c-0.wav_newsqa-74e4d04951fb4936b518a4962cf1f7f2-c-9.wav,C_004c14b6267243c39f204d73fbdc073f_0_q#5,0.0,74e4d04951fb4936b518a4962cf1f7f2,1.0
newsqa-7b2099aaf747479cb54780e81e48e85f-c-0.wav_quac-C_a4a81e05163b4289a304a52b590518ae_1_q#0-c-1.wav,7b2099aaf747479cb54780e81e48e85f,1.0,C_a4a81e05163b4289a304a52b590518ae_1_q#0,1.0
squad-572fe9b3947a6a140053cde1-c-2.wav_newsqa-d1e80027098f43d4b3e380955cf8dfbe-c-1.wav,572fe9b3947a6a140053cde1,1.0,d1e80027098f43d4b3e380955cf8dfbe,1.0
quac-C_9706cca4d6c2400d91881bd7783b53ea_1_q#2-c-6.wav_newsqa-67947c3406124d84b4bfaebccbda55e0-c-3.wav,C_9706cca4d6c2400d91881bd7783b53ea_1_q#2,0.0,67947c3406124d84b4bfaebccbda55e0,0.0
